,X1,X1_1,Name,Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee_km,Apogee_km,Eccentricity,Inclination (degrees),Period (minutes),Launch,Dry,Power (watts),Date,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,launch_date,launch_year,Launch Year
2891,2892,2892,Starlink-1837,Starlink-1837,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088G,47128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2892,2893,2893,Starlink-1838,Starlink-1838,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088H,47129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2893,2894,2894,Starlink-1839,Starlink-1839,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088J,47130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2894,2895,2895,Starlink-1840,Starlink-1840,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088K,47131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2895,2896,2896,Starlink-1841,Starlink-1841,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/18/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-073BM,46729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/18/20,2020,2020
2896,2897,2897,Starlink-1842,Starlink-1842,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088L,47132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2897,2898,2898,Starlink-1843,Starlink-1843,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088M,47133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2898,2899,2899,Starlink-1844,Starlink-1844,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088N,47134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2899,2900,2900,Starlink-1845,Starlink-1845,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088P,47135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2900,2901,2901,Starlink-1846,Starlink-1846,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088Q,47136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2901,2902,2902,Starlink-1847,Starlink-1847,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074A,46739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2902,2903,2903,Starlink-1848,Starlink-1848,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074B,46740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2903,2904,2904,Starlink-1849,Starlink-1849,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088R,47137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2904,2905,2905,Starlink-1850,Starlink-1850,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088S,47138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2905,2906,2906,Starlink-1851,Starlink-1851,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074AW,46783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2906,2907,2907,Starlink-1852,Starlink-1852,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088T,47139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2907,2908,2908,Starlink-1853,Starlink-1853,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088U,47140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2908,2909,2909,Starlink-1854,Starlink-1854,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088V,47141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2909,2910,2910,Starlink-1855,Starlink-1855,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088W,47142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2910,2911,2911,Starlink-1856,Starlink-1856,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088X,47143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2911,2912,2912,Starlink-1857,Starlink-1857,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088Y,47144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2912,2913,2913,Starlink-1858,Starlink-1858,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088Z,47145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2913,2914,2914,Starlink-1859,Starlink-1859,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AA,47146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2914,2915,2915,Starlink-1860,Starlink-1860,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AB,47147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2915,2916,2916,Starlink-1861,Starlink-1861,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AC,47148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2916,2917,2917,Starlink-1862,Starlink-1862,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AD,47149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2917,2918,2918,Starlink-1863,Starlink-1863,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AE,47150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2918,2919,2919,Starlink-1864,Starlink-1864,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AF,47151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2919,2920,2920,Starlink-1865,Starlink-1865,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074C,46741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2920,2921,2921,Starlink-1866,Starlink-1866,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AG,47152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2921,2922,2922,Starlink-1867,Starlink-1867,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AH,47153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2922,2923,2923,Starlink-1868,Starlink-1868,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AJ,47154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2923,2924,2924,Starlink-1869,Starlink-1869,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AK,47155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2924,2925,2925,Starlink-1870,Starlink-1870,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AL,47156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2925,2926,2926,Starlink-1871,Starlink-1871,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AM,47157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2926,2927,2927,Starlink-1872,Starlink-1872,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074D,46742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2927,2928,2928,Starlink-1873,Starlink-1873,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AN,47158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2928,2929,2929,Starlink-1874,Starlink-1874,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AP,47159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2929,2930,2930,Starlink-1875,Starlink-1875,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AQ,47160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2930,2931,2931,Starlink-1876,Starlink-1876,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AR,47161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2931,2932,2932,Starlink-1877,Starlink-1877,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AS,47162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2932,2933,2933,Starlink-1878,Starlink-1878,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AT,47163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2933,2934,2934,Starlink-1879,Starlink-1879,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AU,47164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2934,2935,2935,Starlink-1880,Starlink-1880,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AV,47165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2935,2936,2936,Starlink-1881,Starlink-1881,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AW,47166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2936,2937,2937,Starlink-1882,Starlink-1882,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074AX,46784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2937,2938,2938,Starlink-1883,Starlink-1883,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074AY,46785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2938,2939,2939,Starlink-1884,Starlink-1884,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AX,47167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2939,2940,2940,Starlink-1885,Starlink-1885,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AY,47168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2940,2941,2941,Starlink-1886,Starlink-1886,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088AZ,47169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2941,2942,2942,Starlink-1887,Starlink-1887,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088BA,47170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2942,2943,2943,Starlink-1888,Starlink-1888,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088BB,47171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2943,2944,2944,Starlink-1889,Starlink-1889,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088BC,47172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2944,2945,2945,Starlink-1890,Starlink-1890,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088BD,47173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2945,2946,2946,Starlink-1891,Starlink-1891,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,11/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-088BE,47174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/20,2020,2020
2946,2947,2947,Starlink-1892,Starlink-1892,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074E,46743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2947,2948,2948,Starlink-1893,Starlink-1893,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074AZ,46786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
2948,2949,2949,Starlink-1894,Starlink-1894,USA,USA,SpaceX,Commercial,Communication,NA,LEO,Non-Polar Inclined,0,548,561,0.000939,53,95.6,260,NA,NA,10/24/20,4,SpaceX,USA,Cape Canaveral,Falcon 9,2020-074F,46744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/20,2020,2020
